x_pos,y_pos,z_pos,w_ori,x_ori,y_ori,z_ori,p_r_y
194.70599365234375,-428.42596435546875,4.625026226043701,0.9999957084655762,-0.0028969356790184975,0.0005265651852823794,-8.769081614445895e-05,"(0.0010526179760957483, -0.005793974470515897, -0.00017843183037619448)"
374.41424560546875,-409.31439208984375,4.550161838531494,0.9999967217445374,0.0021749972365796566,-0.0013419488677754998,0.0001338081492576748,"(-0.0026844742259905063, 0.0043496504734764395, 0.0002617788972739407)"
-44.25983428955078,94.59877014160156,0.09447402507066727,1.0,3.178321640007198e-05,-2.2113315935712308e-05,1.512830181127356e-07,"(-4.422664150236428e-05, 6.356642621438214e-05, 3.0116037190859414e-07)"
-356.4037170410156,33.80228805541992,4.92115592956543,0.9999985694885254,-0.00018349106539972126,0.0016897311434149742,4.373606543595088e-08,"(0.003379463901200566, -0.0003669835618767549, -5.32632171280065e-07)"
7.709780216217041,254.2093963623047,0.06928321719169617,0.9999912977218628,0.00047042430378496647,-0.0003645076940301806,0.004134119488298893,"(-0.0007328986901413735, 0.0009378269726657942, 0.008267920494804652)"
226.1918487548828,418.1683349609375,1.5066579580307007,0.999783456325531,0.018215227872133255,-0.01006118394434452,2.4579770979471505e-05,"(-0.020120263472939274, 0.03643750831293703, -0.00031744887843389953)"
-10.434601783752441,195.17233276367188,-0.35071539878845215,0.9996337890625,0.023211445659399033,-0.013847487047314644,-0.0012832548236474395,"(-0.027628774425864058, 0.046475891198173865, -0.003209640618843688)"
0.8855481743812561,-132.5481414794922,0.5265200734138489,0.9999961853027344,-0.0024408139288425446,-0.001311238738708198,-2.74352769338293e-05,"(-0.00262260440867227, -0.004881573462903358, -4.846953170505296e-05)"
285.8040466308594,-224.0604248046875,3.7877843379974365,0.9999078512191772,0.008256313391029835,-0.010760304518043995,0.0006262821261771023,"(-0.02153063094815833, 0.016502200792772287, 0.001075017306738656)"
208.91070556640625,-358.5241394042969,4.445451736450195,0.999995231628418,-0.0027956156991422176,0.0006120615871623158,-0.0011437179055064917,"(0.001217722846736241, -0.005592638089313325, -0.00229085078385358)"
-112.6578598022461,282.31512451171875,0.05525970458984375,1.0,3.308229133835994e-05,-1.8417851606500335e-05,-5.320228524396953e-07,"(-3.683566802026085e-05, 6.616460236731943e-05, -1.0652643150676485e-06)"
-249.30584716796875,-517.5270385742188,4.830038547515869,0.9936968088150024,-0.07791461795568466,-0.08053259551525116,-0.003232890274375677,"(-0.16125165064307018, -0.15699885581614462, 0.006204841417375943)"
-374.5715637207031,-303.32208251953125,0.3839348554611206,0.9998443722724915,-0.014996517449617386,0.009263393469154835,-0.0007100618677213788,"(0.01850366262582946, -0.030011163915841833, -0.0016980315066924964)"
513.4835205078125,304.6713562011719,2.1015512943267822,0.998945415019989,-0.04571295157074928,-0.001671721925958991,0.00393683509901166,"(-0.0029799936123722933, -0.0914705552003849, 0.008018326953882776)"
107.5746841430664,207.28392028808594,0.06281387060880661,1.0,3.738679879461415e-05,-2.372293602093123e-05,-7.722279406152666e-06,"(-4.7445294637050005e-05, 7.477396413334777e-05, -1.5446332679576498e-05)"
-289.6961975097656,-249.45872497558594,-0.04111884906888008,0.9996185898780823,-0.023456988856196404,0.014134872704744339,-0.003555903909727931,"(0.028095837663554255, -0.047032501686163186, -0.007775365362748553)"
-205.8597869873047,201.08216857910156,-0.33124420046806335,0.9999831318855286,0.003432005411013961,-0.004657810553908348,0.00047047314001247287,"(-0.009318828178366476, 0.006859863943810928, 0.0009089987398571849)"
-215.8163604736328,-39.15335464477539,0.05457717925310135,1.0,3.198556078132242e-05,-2.2113266822998412e-05,1.7238899090443738e-06,"(-4.4226643939585614e-05, 6.397104542716472e-05, 3.4463652109860268e-06)"
-408.6402587890625,-450.7326354980469,1.5961759090423584,0.9999934434890747,-0.0008427479770034552,0.003523488761857152,3.9637314330320805e-05,"(0.0070470564558345675, -0.0016852482228387861, 7.333710389887981e-05)"
81.75743865966797,-140.166259765625,1.1318345069885254,0.9999701976776123,-0.005537997465580702,-0.005379922222346067,0.00020622038573492318,"(-0.010757447159275051, -0.011078751382632432, 0.0004720438013908678)"
511.7104187011719,-110.88850402832031,3.7415947914123535,0.9999443888664246,-0.010489791631698608,-0.0010743692982941866,0.0001758083380991593,"(-0.0021449323618421704, -0.02098038173450832, 0.0003741378119282318)"
1.571948766708374,106.8959732055664,0.09401595592498779,1.0,8.469956810586154e-05,-0.00021998629381414503,0.00017047366418410093,"(-0.00044000147991722616, 0.0001693241496723616, 0.0003409101024837771)"
-184.6403350830078,314.1063537597656,-0.21161223948001862,0.9987826943397522,-0.025166798382997513,0.042421042919158936,0.0004360507591627538,"(0.08486257694693182, -0.050438146246274594, -0.0012687298412361427)"
-105.95967864990234,-495.7168273925781,1.244818091392517,0.9996414184570312,-0.02542988397181034,0.008245820179581642,0.001536071766167879,"(0.016564608521314278, -0.0508450754573371, 0.00265202835758028)"
452.4961242675781,-349.3013916015625,4.579917907714844,0.9999657273292542,-0.00789361260831356,-0.0022508474066853523,-0.0011267340742051601,"(-0.004519343917039869, -0.015782428286310372, -0.0022178807488499454)"
538.5142211914062,277.8466796875,1.8113486766815186,0.9996834993362427,0.008478287607431412,-0.023610491305589676,0.0018525223713368177,"(-0.047255034660626596, 0.01688337882198819, 0.003307216928460247)"
-113.193359375,-382.6744384765625,1.2189240455627441,0.9999898076057434,-0.0027541564777493477,-0.002812788123264909,0.0021971508394926786,"(-0.00561344579462799, -0.005520732076663699, 0.004409834378765445)"
31.627304077148438,-310.4536437988281,2.239182472229004,0.9999378323554993,-0.009163514710962772,-0.006359875202178955,-8.304936636704952e-05,"(-0.012720824772177418, -0.018327342445121773, -4.953479462780658e-05)"
402.71533203125,-187.47952270507812,4.11041784286499,0.9999985694885254,-0.001646047574467957,-0.0002570444194134325,0.0001985945855267346,"(-0.0005134343337034136, -0.0032921989158723594, 0.0003980348805301895)"
341.5699462890625,-63.37362289428711,2.488569498062134,0.9999350309371948,-0.011012191884219646,-0.0029482925310730934,4.9859376304084435e-05,"(-0.005895137989723201, -0.02202541033328752, 0.0001646494618785067)"
287.0011291503906,49.38455581665039,0.5209468007087708,0.9999610185623169,-0.00860916543751955,-0.001967419171705842,7.351826207013801e-05,"(-0.0039334292389012196, -0.01721893302560077, 0.0001809078671895253)"
-189.96395874023438,376.7586364746094,4.903538227081299,0.9999968409538269,0.0024944504257291555,0.00035185585147701204,-6.825583841418847e-05,"(0.0007040500596713254, 0.004988858989660652, -0.00013475590543084268)"
472.5740966796875,123.79945373535156,0.30093711614608765,0.9999232292175293,0.008433248847723007,-0.009083487093448639,0.00020987405150663108,"(-0.018170119138360988, 0.016864973333345162, 0.0002665532681451258)"
478.6250915527344,274.77313232421875,2.08860445022583,0.9997135400772095,-0.007746767718344927,-0.022643662989139557,-0.00013286776083987206,"(-0.04529189494238994, -0.01549959476264755, 8.525842868149445e-05)"
36.36824417114258,-287.61846923828125,1.9509648084640503,0.9995987415313721,0.028317131102085114,0.000686048821080476,0.00012287558638490736,"(0.0013645885316848712, 0.05664204131555376, 0.0002845067005768736)"
-17.695207595825195,-408.6037292480469,2.287755012512207,0.9999725222587585,-0.003669408382847905,-0.006435306742787361,0.00023655287805013359,"(-0.012868879007338878, -0.0073423336237017425, 0.0005203634043107728)"
-384.9947509765625,250.32614135742188,-0.2799137532711029,0.9991934895515442,0.03998500853776932,0.0033623671624809504,-0.0015143501805141568,"(0.006840466712637443, 0.07998245601047502, -0.0027574371301290457)"
481.13214111328125,279.93572998046875,2.182180166244507,0.9999423027038574,0.00626102602109313,-0.008716692216694355,0.0005348871927708387,"(-0.017439960513190068, 0.01251423430914271, 0.0009607080336667333)"
-423.9443664550781,-515.8563232421875,4.803401947021484,0.9999497532844543,-0.006914601195603609,0.007233183365315199,0.0006307584699243307,"(0.014474868191223348, -0.01382127062950466, 0.0011615463397539275)"
-404.7405700683594,-533.353759765625,5.039155006408691,0.333951860666275,-0.8946232795715332,0.04821654036641121,0.292917400598526,"(0.5899331314547298, -2.386897581437513, 0.13199820306430807)"
-88.81436157226562,-317.5004577636719,-0.5779150128364563,0.33417361974716187,0.8918315172195435,0.27674898505210876,0.12796351313591003,"(-0.043292890470209934, 2.4107383736657177, 0.6183532879111523)"
-349.2724609375,-511.41851806640625,-0.269043505191803,0.17570054531097412,-0.9059733152389526,-0.38160941004753113,-0.05211402475833893,"(-0.23056313650018567, -2.851377913015661, 0.7634803542474178)"
232.20364379882812,-507.2756042480469,2.7643933296203613,0.2798106074333191,-0.8586781620979309,-0.42196252942085266,-0.07953216135501862,"(-0.38194308633779606, -2.679839296893011, 0.8226751838758337)"
